ID,CONVERTED_ACCOUNT_ID,A_LEAD_ASSOCIATED_COUNTRY_C,A_LEAD_UTM_SOURCE_C,CREATED_DATE,A_LEAD_FIRST_REACH_OUT_DATE_C,A_LEAD_FIRST_MEETING_CREATION_DATE_C,A_LEAD_FIRST_MEETING_DATE_C,A_LEAD_LAST_MEETING_DATE_C,IS_DELETED
00Q1i00000APJCNEA5,,Spain,facebook,2022-02-04T20:26:56Z,2022-02-07T08:13:38Z,,,,FALSE
00Q1i00000APJCXEA5,,Italy,facebook,2022-02-04T20:27:42Z,2022-02-05T15:51:13Z,,,,FALSE
00Q1i00000APJCcEAP,0011i00001O7ZegAAF,Italy,facebook,2022-02-04T20:30:37Z,2022-02-05T15:49:29Z,2022-02-05T15:49:39Z,2022-02-07T17:00:00Z,2022-02-07T17:00:00Z,FALSE
00Q1i00000APJChEAP,,France,facebook,2022-02-04T20:31:04Z,2022-02-07T08:57:32Z,2022-02-07T09:01:23Z,2022-02-07T12:00:00Z,2022-02-08T17:00:00Z,FALSE
00Q1i00000APJCrEAP,,Spain,facebook,2022-02-04T20:34:03Z,2022-02-07T08:09:27Z,2022-02-11T15:54:38Z,2022-02-14T17:00:00Z,2022-02-14T17:00:00Z,FALSE
00Q1i00000APJCwEAP,,France,mvf,2022-02-04T20:36:17Z,2022-02-07T07:40:26Z,,,,FALSE
00Q1i00000APJD1EAP,,Germany,computerbild,2022-02-04T20:36:41Z,2022-02-07T09:55:16Z,,,,FALSE
00Q1i00000APJD2EAP,,Italy,facebook,2022-02-04T20:36:41Z,2022-02-05T13:09:03Z,,,,FALSE
00Q1i00000APJD6EAP,,Germany,facebook,2022-02-04T20:38:37Z,2022-02-07T09:56:46Z,,,,FALSE
00Q1i00000APJDCEA5,0011i00001O8L6QAAV,France,google,2022-02-04T20:45:27Z,2022-02-07T08:02:03Z,2022-02-08T08:27:11Z,2022-02-08T17:00:00Z,2022-02-08T17:00:00Z,FALSE
00Q1i00000APJDBEA5,,Italy,SumUp,2022-02-04T20:45:27Z,2022-02-05T13:16:31Z,2022-02-05T13:16:35Z,2022-02-07T18:00:00Z,2022-02-11T15:00:00Z,FALSE
00Q1i00000APJDGEA5,,Italy,facebook,2022-02-04T20:45:51Z,2022-02-05T09:49:32Z,,,,FALSE
00Q1i00000APJDfEAP,,Spain,facebook,2022-02-04T20:50:07Z,2022-02-07T09:48:40Z,,,,FALSE
00Q1i00000APJE4EAP,,France,google,2022-02-04T20:54:57Z,2022-02-07T10:57:39Z,,,,FALSE
00Q1i00000APJE9EAP,001AZ000002gPDRYA2,France,google,2022-02-04T20:56:25Z,2022-02-07T13:45:43Z,2022-05-13T12:48:00Z,2022-02-09T10:00:00Z,2022-05-16T07:00:00Z,FALSE
00Q1i00000APJEOEA5,,Italy,,2022-02-04T21:01:14Z,2022-02-05T13:17:49Z,,,,FALSE
00Q1i00000APJETEA5,,Spain,facebook,2022-02-04T21:01:57Z,2022-02-07T08:31:59Z,,,,FALSE
00Q1i00000APJEYEA5,,Spain,facebook,2022-02-04T21:03:58Z,2022-02-07T10:04:34Z,,,,FALSE
00Q1i00000APJEnEAP,,Spain,facebook,2022-02-04T21:09:03Z,2022-02-07T11:24:01Z,,,,FALSE
00Q1i00000APJExEAP,,Italy,facebook,2022-02-04T21:13:30Z,2022-02-05T09:46:09Z,,,,FALSE
00Q1i00000APJF2EAP,,Spain,facebook,2022-02-04T21:17:07Z,2022-02-07T09:07:49Z,,,,FALSE
00Q1i00000APJFCEA5,,Germany,facebook,2022-02-04T21:20:30Z,2022-02-07T09:57:38Z,,,,FALSE
00Q1i00000APJFHEA5,,Spain,facebook,2022-02-04T21:21:05Z,2022-02-07T10:36:01Z,,,,FALSE
00Q1i00000APJFIEA5,,France,google,2022-02-04T21:21:05Z,2022-02-07T09:37:40Z,,,,FALSE
00Q1i00000APJFWEA5,,Germany,facebook,2022-02-04T21:22:29Z,2022-02-07T09:58:20Z,,,,FALSE
00Q1i00000APJFbEAP,,Italy,facebook,2022-02-04T21:22:53Z,2022-02-05T15:43:40Z,,,,FALSE
00Q1i00000APJFlEAP,0011i00001O8g4jAAB,France,google,2022-02-04T21:24:02Z,2022-02-07T10:41:15Z,2022-02-09T09:49:03Z,2022-02-09T13:00:00Z,2022-02-09T13:00:00Z,FALSE
00Q1i00000APJFvEAP,,Spain,facebook,2022-02-04T21:30:27Z,2022-02-07T09:55:00Z,2022-02-07T15:02:48Z,2022-02-08T14:00:00Z,2022-02-08T14:00:00Z,FALSE
00Q1i00000APJG0EAP,,Italy,facebook,2022-02-04T21:32:58Z,2022-02-05T15:40:14Z,,,,FALSE
00Q1i00000APJGKEA5,,Italy,facebook,2022-02-04T21:42:07Z,2022-02-05T09:53:05Z,2022-04-11T16:00:33Z,2022-04-13T06:00:00Z,2022-04-13T06:00:00Z,FALSE
00Q1i00000APJH3EAP,0011i00001O7XZ4AAN,Germany,facebook,2022-02-04T21:57:17Z,2022-02-07T10:04:06Z,2022-02-07T10:06:47Z,2022-02-07T15:00:00Z,2022-02-07T15:00:00Z,FALSE
00Q1i00000APJH8EAP,,Germany,facebook,2022-02-04T22:03:56Z,2022-02-07T10:08:42Z,,,,FALSE
00Q1i00000APJHIEA5,,Italy,lm,2022-02-04T22:09:19Z,2022-02-05T10:07:34Z,,,,FALSE
00Q1i00000APJHdEAP,0011i00001O8ggMAAR,Germany,google,2022-02-04T22:17:27Z,2022-02-07T10:16:47Z,2022-02-07T10:27:50Z,2022-02-08T13:00:00Z,2022-02-08T13:00:00Z,FALSE
00Q1i00000APJHcEAP,,Germany,facebook,2022-02-04T22:17:27Z,2022-02-07T10:14:52Z,,,,FALSE
00Q1i00000APJHrEAP,,Italy,google,2022-02-04T22:28:29Z,2022-02-05T09:50:51Z,,,,FALSE
00Q1i00000APJHxEAP,0011i00001O8IwlAAF,Italy,google,2022-02-04T22:31:36Z,2022-02-05T11:30:08Z,2022-02-05T11:30:14Z,2022-02-07T18:00:00Z,2022-02-07T18:00:00Z,FALSE
00Q1i00000APJHwEAP,,France,google,2022-02-04T22:31:36Z,2022-02-07T09:22:21Z,,,,FALSE
00Q1i00000APJI1EAP,,France,facebook,2022-02-04T22:32:38Z,2022-02-07T08:02:59Z,2022-02-08T13:47:08Z,2022-02-09T15:00:00Z,2022-02-09T15:00:00Z,FALSE
00Q1i00000APJIGEA5,,Spain,facebook,2022-02-04T22:45:28Z,2022-02-07T08:46:06Z,2022-02-07T11:44:55Z,2022-02-16T14:00:00Z,2022-02-16T14:00:00Z,FALSE
00Q1i00000APJIQEA5,0011i00001O8gODAAZ,Italy,facebook,2022-02-04T22:50:37Z,2022-02-05T11:24:09Z,2022-02-05T14:54:13Z,2022-02-09T13:00:00Z,2022-02-09T13:00:00Z,FALSE
00Q1i00000APJIpEAP,,France,google,2022-02-04T22:55:28Z,2022-02-07T09:15:41Z,,,,FALSE
00Q1i00000APJIuEAP,,Spain,facebook,2022-02-04T22:59:41Z,2022-02-07T10:11:58Z,,,,FALSE
00Q1i00000APJIzEAP,,Germany,display,2022-02-04T23:01:31Z,2022-02-07T10:28:52Z,2022-02-07T10:38:55Z,2022-02-09T11:00:00Z,2022-02-09T11:00:00Z,FALSE
00Q1i00000APJJ9EAP,0011i00001O84M5AAJ,France,,2022-02-04T23:02:55Z,2022-02-07T09:22:49Z,2022-02-07T09:41:50Z,2022-02-07T17:00:00Z,2022-02-08T10:10:00Z,FALSE
00Q1i00000APJJEEA5,,Italy,facebook,2022-02-04T23:09:46Z,2022-02-05T11:18:55Z,,,,FALSE
00Q1i00000APJJJEA5,,Italy,google,2022-02-04T23:09:51Z,2022-02-05T09:44:26Z,2022-02-05T15:20:18Z,2022-02-05T18:00:00Z,2022-02-05T18:00:00Z,FALSE
00Q1i00000APJJOEA5,,Spain,facebook,2022-02-04T23:10:40Z,2022-02-07T10:26:27Z,2022-02-11T18:16:02Z,2022-02-14T17:00:00Z,2022-02-14T17:00:00Z,FALSE
00Q1i00000APJJYEA5,,Germany,facebook,2022-02-04T23:13:43Z,2022-02-07T10:47:28Z,,,,FALSE
00Q1i00000APJJdEAP,,Italy,lm,2022-02-04T23:17:30Z,2022-02-05T10:25:11Z,,,,FALSE
00Q1i00000APJJiEAP,,France,lm,2022-02-04T23:19:31Z,2022-02-07T10:41:44Z,,,,FALSE
00Q1i00000APJJsEAP,,Spain,facebook,2022-02-04T23:26:26Z,2022-02-07T10:04:43Z,,,,FALSE
00Q1i00000APJJxEAP,0011i00001O7Yk7AAF,France,google,2022-02-04T23:28:22Z,2022-02-07T10:16:05Z,2022-02-07T13:39:49Z,2022-02-07T15:00:00Z,2022-02-07T15:00:00Z,FALSE
00Q1i00000APJK2EAP,,France,google,2022-02-04T23:35:47Z,2022-02-07T09:01:44Z,,,,FALSE
00Q1i00000APJKHEA5,,Italy,facebook,2022-02-04T23:38:01Z,2022-02-05T10:12:25Z,,,,FALSE
00Q1i00000APJKMEA5,,France,SumUp,2022-02-04T23:38:37Z,2022-02-07T09:16:59Z,,,,FALSE
00Q1i00000APJL5EAP,0011i00001O8KIDAA3,France,,2022-02-04T23:59:57Z,2022-02-07T09:20:25Z,2022-02-07T09:24:27Z,2022-02-08T16:00:00Z,2022-02-08T16:00:00Z,FALSE
00Q1i00000APJLKEA5,,Italy,facebook,2022-02-05T00:09:28Z,2022-02-05T11:15:33Z,,,,FALSE
00Q1i00000APJLPEA5,,Italy,facebook,2022-02-05T00:11:05Z,2022-02-05T11:14:45Z,,,,FALSE
00Q1i00000APJLUEA5,,Italy,google,2022-02-05T00:11:58Z,2022-02-05T10:03:34Z,,,,FALSE
00Q1i00000APJLeEAP,0011i00001O7Ua1AAF,France,google,2022-02-05T00:19:10Z,2022-02-07T09:20:00Z,2022-02-07T09:25:44Z,2022-02-07T13:00:00Z,2022-02-07T13:00:00Z,FALSE
00Q1i00000APJLjEAP,0011i00001O8CWCAA3,Germany,google,2022-02-05T00:20:19Z,2022-02-07T10:51:09Z,2022-02-07T10:53:52Z,2022-02-08T13:00:00Z,2022-02-08T13:00:00Z,FALSE
00Q1i00000APJLyEAP,,Germany,facebook,2022-02-05T00:25:40Z,2022-02-07T10:54:28Z,,,,FALSE
00Q1i00000APJMSEA5,001AZ000002riUeYAI,Spain,facebook-lead,2022-02-05T00:43:07Z,2022-02-07T08:47:47Z,2022-06-15T11:24:54Z,2022-06-16T16:00:00Z,2022-06-16T16:00:00Z,FALSE
00Q1i00000APJMmEAP,,Italy,facebook,2022-02-05T00:54:57Z,2022-02-05T11:03:22Z,,,,FALSE
00Q1i00000APJMwEAP,,Italy,facebook,2022-02-05T01:02:57Z,2022-02-05T11:01:28Z,,,,FALSE
00Q1i00000APJN1EAP,,Italy,facebook,2022-02-05T01:04:14Z,2022-02-05T09:57:19Z,,,,FALSE
00Q1i00000APJN6EAP,,France,facebook,2022-02-05T01:05:50Z,2022-02-07T10:42:46Z,,,,FALSE
00Q1i00000APJNLEA5,0011i00001ORxkIAAT,Italy,google,2022-02-05T01:27:40Z,2022-02-05T11:00:22Z,2022-02-07T11:53:40Z,2022-02-15T14:00:00Z,2022-02-15T14:00:00Z,FALSE
00Q1i00000APJNQEA5,,Spain,google,2022-02-05T01:28:25Z,2022-02-07T09:06:07Z,,,,FALSE
00Q1i00000APJNaEAP,,Spain,facebook,2022-02-05T01:41:47Z,2022-02-07T11:26:06Z,,,,FALSE
00Q1i00000APJNkEAP,,Italy,facebook,2022-02-05T02:11:06Z,2022-02-05T09:33:44Z,,,,FALSE
00Q1i00000APJNpEAP,,France,mvf,2022-02-05T02:11:57Z,2022-02-07T09:37:46Z,2022-02-07T13:46:05Z,2022-02-08T15:00:00Z,2022-02-08T15:00:00Z,FALSE
00Q1i00000APJNuEAP,0011i00001O94XAAAZ,France,mvf,2022-02-05T02:17:29Z,2022-02-07T09:38:39Z,2022-02-08T09:43:32Z,2022-02-09T17:00:00Z,2022-02-09T17:00:00Z,FALSE
00Q1i00000APJNzEAP,,Italy,facebook,2022-02-05T02:43:58Z,2022-02-05T10:58:58Z,,,,FALSE
00Q1i00000APJO4EAP,,Italy,facebook,2022-02-05T02:46:37Z,2022-02-05T10:54:32Z,,,,FALSE
00Q1i00000APJO9EAP,,France,google,2022-02-05T02:49:12Z,2022-02-07T09:08:49Z,,,,FALSE
00Q1i00000APJOEEA5,,Italy,facebook,2022-02-05T02:53:42Z,2022-02-05T10:52:18Z,2022-02-08T14:52:54Z,2022-02-11T15:00:00Z,2022-10-29T15:00:00Z,FALSE
00Q1i00000APJWKEA5,0011i00001O7yS1AAJ,Germany,google,2022-02-05T03:41:05Z,2022-02-07T10:59:28Z,2022-02-07T11:02:13Z,2022-02-08T09:00:00Z,2022-02-08T09:00:00Z,FALSE
00Q1i00000APJWXEA5,,France,google,2022-02-05T03:41:57Z,2022-02-07T11:00:45Z,,,,FALSE
00Q1i00000APJYFEA5,,Italy,facebook,2022-02-05T03:51:27Z,2022-02-05T10:48:38Z,2022-03-03T11:01:55Z,2022-03-07T07:00:00Z,2022-03-07T07:00:00Z,FALSE
00Q1i00000APJZDEA5,,Spain,facebook,2022-02-05T05:03:37Z,2022-02-07T10:29:51Z,2022-02-07T15:35:58Z,2022-02-14T16:00:00Z,2022-02-14T16:00:00Z,FALSE
00Q1i00000APJZIEA5,,France,google,2022-02-05T05:05:11Z,2022-02-07T10:56:59Z,,,,FALSE
00Q1i00000APJZNEA5,,France,google,2022-02-05T05:05:47Z,2022-02-07T08:43:44Z,,,,FALSE
00Q1i00000APJZSEA5,,France,google,2022-02-05T05:08:17Z,2022-02-07T09:22:58Z,,,,FALSE
00Q1i00000APJZhEAP,,Italy,facebook,2022-02-05T05:28:11Z,2022-02-05T10:47:07Z,,,,FALSE
00Q1i00000APJZrEAP,,Germany,facebook,2022-02-05T05:36:57Z,2022-02-07T11:06:14Z,,,,FALSE
00Q1i00000APJaBEAX,,France,google,2022-02-05T05:46:25Z,2022-02-07T10:43:30Z,,,,FALSE
00Q1i00000APJaQEAX,,France,google,2022-02-05T05:49:20Z,2022-02-07T10:18:57Z,,,,FALSE
00Q1i00000APJafEAH,,Germany,facebook,2022-02-05T05:58:40Z,2022-02-07T12:41:41Z,2022-02-07T12:50:50Z,2022-02-08T13:00:00Z,2022-02-08T13:00:00Z,FALSE
00Q1i00000APJakEAH,0011i00001O7ZzKAAV,France,google,2022-02-05T06:00:08Z,2022-02-07T11:12:46Z,2022-02-07T11:17:25Z,2022-02-07T17:00:00Z,2022-02-07T17:00:00Z,FALSE
00Q1i00000APJapEAH,,France,facebook,2022-02-05T06:13:38Z,2022-02-07T09:07:43Z,,,,FALSE
00Q1i00000APJauEAH,,France,leads,2022-02-05T06:14:12Z,2022-02-07T10:45:45Z,,,,FALSE
00Q1i00000APJazEAH,,France,facebook,2022-02-05T06:17:41Z,2022-02-07T09:39:24Z,,,,FALSE
00Q1i00000APJb9EAH,0011i00001ORTq2AAH,Italy,SumUp,2022-02-05T06:34:01Z,2022-02-05T09:33:14Z,2022-02-05T09:33:23Z,2022-02-07T17:00:00Z,2022-02-14T16:00:00Z,FALSE
00Q1i00000APJbEEAX,,Spain,facebook,2022-02-05T06:35:49Z,2022-02-07T10:24:42Z,,,,FALSE
00Q1i00000APJbJEAX,,Italy,lm,2022-02-05T06:40:07Z,2022-02-05T09:24:47Z,2022-02-05T09:24:51Z,2022-02-07T18:00:00Z,2022-02-07T18:00:00Z,FALSE
00Q1i00000APJbTEAX,,Spain,facebook,2022-02-05T06:43:53Z,2022-02-07T09:02:29Z,2022-02-07T10:19:40Z,2022-02-08T10:00:00Z,2022-02-09T10:00:00Z,FALSE
00Q1i00000APJbdEAH,,Germany,facebook,2022-02-05T06:56:05Z,2022-02-07T12:56:40Z,,,,FALSE
00Q1i00000APJbiEAH,0011i00001O7KEYAA3,Italy,facebook,2022-02-05T06:57:49Z,2022-02-05T09:19:53Z,2022-02-05T09:20:03Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000APJbnEAH,,Spain,facebook,2022-02-05T06:59:07Z,2022-02-07T09:15:54Z,,,,FALSE
00Q1i00000APJbsEAH,0011i00001O97kTAAR,Germany,(direct),2022-02-05T06:59:32Z,2022-02-07T12:58:19Z,2022-02-07T13:20:18Z,2022-02-10T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APJbxEAH,0011i00001RmExHAAV,Spain,facebook,2022-02-05T06:59:45Z,2022-02-07T09:52:59Z,2022-05-03T13:58:41Z,2022-05-04T11:00:00Z,2022-05-04T11:00:00Z,FALSE
00Q1i00000APJc7EAH,0011i00001OSWprAAH,Italy,facebook,2022-02-05T07:10:34Z,2022-02-05T09:11:09Z,2022-02-05T09:11:19Z,2022-02-08T09:00:00Z,2022-02-16T09:00:00Z,FALSE
00Q1i00000APJcCEAX,001AZ0000041SmGYAU,Germany,facebook,2022-02-05T07:13:21Z,2022-02-07T13:02:56Z,2022-10-06T16:40:00Z,2022-10-07T08:00:00Z,2022-10-07T08:00:00Z,FALSE
00Q1i00000APJcREAX,,France,google,2022-02-05T07:16:27Z,2022-02-07T09:23:18Z,,,,FALSE
00Q1i00000APJcWEAX,,Spain,facebook,2022-02-05T07:16:57Z,2022-02-07T10:25:03Z,2022-02-07T10:35:54Z,2022-02-08T11:00:00Z,2022-02-08T11:00:00Z,FALSE
00Q1i00000APJcqEAH,,Italy,google,2022-02-05T07:18:05Z,2022-02-05T09:03:43Z,2022-02-07T10:32:17Z,2022-02-07T18:00:00Z,2022-02-07T18:00:00Z,FALSE
00Q1i00000APJcvEAH,0011i00001P52uQAAR,Italy,facebook,2022-02-05T07:18:58Z,2022-02-05T09:01:51Z,2022-02-07T16:46:23Z,2022-02-08T18:30:00Z,2022-03-03T19:00:00Z,FALSE
00Q1i00000APJd5EAH,,Spain,facebook,2022-02-05T07:24:57Z,2022-02-07T08:08:58Z,,,,FALSE
00Q1i00000APJdAEAX,0011i00001O81Y1AAJ,France,mvf,2022-02-05T07:28:00Z,2022-02-07T09:33:10Z,2022-02-07T09:37:03Z,2022-02-07T17:00:00Z,2022-02-08T10:00:00Z,FALSE
00Q1i00000APJdKEAX,0011i00001O7NOLAA3,Italy,facebook,2022-02-05T07:30:30Z,2022-02-05T09:03:18Z,2022-02-05T09:03:22Z,2022-02-07T18:00:00Z,2022-02-07T18:00:00Z,FALSE
00Q1i00000APJdeEAH,0011i00001ORDOBAA5,Spain,facebook,2022-02-05T07:34:57Z,2022-02-07T09:17:19Z,2022-02-14T09:00:00Z,2022-02-09T13:00:00Z,2022-02-14T08:00:00Z,FALSE
00Q1i00000APJdoEAH,,Spain,facebook,2022-02-05T07:36:57Z,2022-02-07T09:54:47Z,,,,FALSE
00Q1i00000APJeIEAX,,Italy,facebook,2022-02-05T07:45:27Z,2022-02-05T08:51:31Z,,,,FALSE
00Q1i00000APJeXEAX,0011i00001O9lGbAAJ,Germany,facebook,2022-02-05T07:55:08Z,2022-02-07T13:05:40Z,2022-02-07T13:11:23Z,2022-02-11T15:00:00Z,2022-02-11T15:00:00Z,FALSE
00Q1i00000APJecEAH,,Italy,facebook,2022-02-05T07:57:07Z,2022-02-05T08:49:30Z,2022-02-05T08:49:34Z,2022-02-05T10:00:00Z,2022-02-07T16:00:00Z,FALSE
00Q1i00000APJf6EAH,,Spain,google-sea,2022-02-05T08:03:22Z,2022-02-07T08:54:06Z,2022-02-08T10:23:03Z,2022-02-08T15:00:00Z,2022-02-11T11:00:00Z,FALSE
00Q1i00000APJfBEAX,,Spain,facebook,2022-02-05T08:09:58Z,2022-02-07T08:10:09Z,2022-02-08T17:05:39Z,2022-02-10T10:00:00Z,2022-02-10T10:00:00Z,FALSE
00Q1i00000APJfGEAX,0011i00001O8IkhAAF,France,google,2022-02-05T08:12:43Z,2022-02-07T10:57:17Z,2022-02-07T15:13:56Z,2022-02-08T15:00:00Z,2022-02-08T15:00:00Z,FALSE
00Q1i00000APJfVEAX,0011i00001O8CcVAAV,France,google,2022-02-05T08:17:42Z,2022-02-07T09:30:05Z,2022-02-07T11:14:03Z,2022-02-08T13:00:00Z,2022-02-08T13:00:00Z,FALSE
00Q1i00000APJg9EAH,,France,google,2022-02-05T08:30:37Z,2022-02-07T09:15:26Z,,,,FALSE
00Q1i00000APJgOEAX,,Italy,facebook,2022-02-05T08:37:59Z,2022-02-05T08:42:52Z,,,,FALSE
00Q1i00000APJgTEAX,,Italy,facebook,2022-02-05T08:40:52Z,2022-02-05T08:46:15Z,,,,FALSE
00Q1i00000APJgYEAX,,Spain,facebook,2022-02-05T08:41:38Z,2022-02-07T09:18:29Z,,,,FALSE
00Q1i00000APJgdEAH,,Germany,facebook,2022-02-05T08:43:41Z,2022-02-07T13:12:22Z,,,,FALSE
00Q1i00000APJh7EAH,,Spain,facebook,2022-02-05T08:55:52Z,2022-02-07T10:04:34Z,,,,FALSE
00Q1i00000APJhREAX,0011i00001O7w8VAAR,France,google,2022-02-05T09:03:00Z,2022-02-07T09:25:35Z,2022-02-07T14:31:08Z,2022-02-08T08:00:00Z,2022-02-08T08:00:00Z,FALSE
00Q1i00000APJhWEAX,,Italy,facebook,2022-02-05T09:04:04Z,2022-02-05T09:18:28Z,2022-02-05T09:18:38Z,2022-02-07T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APJhbEAH,,France,mvf,2022-02-05T09:04:41Z,2022-02-07T08:46:40Z,2022-02-07T08:47:56Z,2022-02-07T12:00:00Z,2022-05-01T17:00:00Z,FALSE
00Q1i00000APJhgEAH,,Spain,facebook,2022-02-05T09:04:58Z,2022-02-07T08:54:00Z,,,,FALSE
00Q1i00000APJhlEAH,0011i00001O8KTrAAN,Spain,facebook,2022-02-05T09:06:15Z,2022-02-07T09:23:33Z,2022-02-07T09:26:53Z,2022-02-08T16:00:00Z,2022-02-08T16:00:00Z,FALSE
00Q1i00000APJhvEAH,0011i00001OyD4XAAV,Spain,facebook,2022-02-05T09:08:02Z,2022-02-07T10:39:18Z,2022-02-25T16:06:40Z,2022-02-26T12:00:00Z,2022-02-26T12:00:00Z,FALSE
00Q1i00000APJiKEAX,0011i00001O9e3BAAR,Germany,google,2022-02-05T09:18:21Z,2022-02-07T13:23:40Z,2022-02-07T14:21:14Z,2022-02-11T11:30:00Z,2022-02-11T11:30:00Z,FALSE
00Q1i00000APJiUEAX,,Italy,facebook,2022-02-05T09:21:05Z,2022-02-05T09:26:17Z,,,,FALSE
00Q1i00000APJijEAH,0011i00001O8BIdAAN,Germany,google,2022-02-05T09:26:57Z,2022-02-07T13:25:08Z,2022-02-07T15:58:02Z,2022-02-08T13:00:00Z,2022-02-08T13:00:00Z,FALSE
00Q1i00000APJjwEAH,0011i00001O82ixAAB,Italy,facebook,2022-02-05T09:49:01Z,2022-02-05T10:02:55Z,2022-02-05T10:24:46Z,2022-02-07T10:00:00Z,2022-02-08T10:00:00Z,FALSE
00Q1i00000APJk1EAH,0011i00001O8KNtAAN,France,google,2022-02-05T09:49:24Z,2022-02-07T09:02:20Z,2022-02-07T11:58:31Z,2022-02-08T10:00:00Z,2022-02-08T16:00:00Z,FALSE
00Q1i00000APJkBEAX,0011i00001O8g8TAAR,Germany,facebook,2022-02-05T09:55:52Z,2022-02-07T13:26:00Z,2022-02-07T13:32:19Z,2022-02-08T12:00:00Z,2022-02-08T12:00:00Z,FALSE
00Q1i00000APJkQEAX,,France,google,2022-02-05T09:57:00Z,2022-02-07T09:25:03Z,,,,FALSE
00Q1i00000APJkaEAH,,Germany,facebook,2022-02-05T10:02:21Z,2022-02-07T13:33:14Z,2022-02-07T13:38:48Z,2022-02-08T12:00:00Z,2022-02-08T12:00:00Z,FALSE
00Q1i00000APJl4EAH,,Italy,facebook,2022-02-05T10:05:48Z,2022-02-05T10:07:18Z,,,,FALSE
00Q1i00000APJlEEAX,,France,mvf,2022-02-05T10:09:18Z,2022-02-07T10:59:51Z,,,,FALSE
00Q1i00000APJlJEAX,,Spain,facebook,2022-02-05T10:10:45Z,2022-02-07T09:27:11Z,2022-02-07T17:12:15Z,2022-02-08T14:00:00Z,2022-02-08T14:00:00Z,FALSE
00Q1i00000APJldEAH,,Italy,facebook,2022-02-05T10:15:30Z,2022-02-05T10:29:54Z,2022-02-05T10:30:04Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000APJliEAH,,Germany,google,2022-02-05T10:15:53Z,2022-02-07T13:40:05Z,,,,FALSE
00Q1i00000APJlxEAH,,France,google,2022-02-05T10:18:11Z,2022-02-07T10:56:23Z,,,,FALSE
00Q1i00000APJm2EAH,,Spain,facebook,2022-02-05T10:19:32Z,2022-02-07T10:40:04Z,2022-02-22T09:52:27Z,2022-02-28T16:00:00Z,2022-02-28T16:00:00Z,FALSE
00Q1i00000APJmREAX,,Italy,facebook,2022-02-05T10:25:38Z,2022-02-05T10:29:14Z,,,,FALSE
00Q1i00000APJmWEAX,,Italy,facebook,2022-02-05T10:28:18Z,2022-02-05T10:36:26Z,2022-02-17T16:48:02Z,2022-02-18T18:30:00Z,2022-02-18T18:30:00Z,FALSE
00Q1i00000APJmbEAH,,Spain,facebook,2022-02-05T10:28:41Z,2022-02-07T08:04:24Z,2022-06-08T08:37:22Z,2022-06-09T09:00:00Z,2022-06-09T09:00:00Z,FALSE
00Q1i00000APJmgEAH,0011i00001O7YRnAAN,France,google,2022-02-05T10:29:33Z,2022-02-07T08:48:59Z,2022-02-07T10:52:46Z,2022-02-07T16:00:00Z,2022-02-07T16:00:00Z,FALSE
00Q1i00000APJnKEAX,0011i00001O8VrKAAV,Spain,facebook,2022-02-05T10:39:56Z,2022-02-07T09:23:09Z,2022-02-07T09:44:34Z,2022-02-09T08:00:00Z,2022-02-09T08:00:00Z,FALSE
00Q1i00000APJnUEAX,,Spain,facebook,2022-02-05T10:41:57Z,2022-02-07T09:29:44Z,,,,FALSE
00Q1i00000APJnZEAX,,Italy,google,2022-02-05T10:45:31Z,2022-02-05T10:51:17Z,,,,FALSE
00Q1i00000APJneEAH,,Italy,facebook,2022-02-05T10:46:05Z,2022-02-05T10:50:10Z,2022-02-05T16:08:55Z,2022-02-08T10:00:00Z,2022-02-08T10:00:00Z,FALSE
00Q1i00000APJnoEAH,,France,(direct),2022-02-05T10:46:57Z,2022-02-07T10:19:47Z,,,,FALSE
00Q1i00000APJnyEAH,0011i00001O7vGHAAZ,France,facebook,2022-02-05T10:47:23Z,2022-02-07T09:58:25Z,2022-02-07T10:02:45Z,2022-02-08T08:00:00Z,2022-02-08T08:00:00Z,FALSE
00Q1i00000APJomEAH,,Italy,google,2022-02-05T11:08:22Z,2022-02-05T11:18:51Z,,,,FALSE
00Q1i00000APJowEAH,,France,mvf,2022-02-05T11:08:50Z,2022-02-07T07:25:43Z,,,,FALSE
00Q1i00000APJp6EAH,,Spain,facebook,2022-02-05T11:11:03Z,2022-02-07T10:27:59Z,,,,FALSE
00Q1i00000APJp2EAH,,Italy,facebook,2022-02-05T11:11:57Z,,,,,FALSE
00Q1i00000APJpGEAX,,France,facebook,2022-02-05T11:14:29Z,2022-02-07T10:41:22Z,,,,FALSE
00Q1i00000APJpLEAX,0011i00001O7a6bAAB,Italy,facebook,2022-02-05T11:16:57Z,2022-02-05T11:27:02Z,2022-02-05T11:27:06Z,2022-02-07T18:00:00Z,2022-02-07T18:00:00Z,FALSE
00Q1i00000APJpQEAX,,France,facebook,2022-02-05T11:18:30Z,2022-02-07T09:06:46Z,,,,FALSE
00Q1i00000APJpkEAH,,France,google,2022-02-05T11:27:13Z,2022-02-07T13:52:15Z,,,,FALSE
